text,translated_text,locations
"و عنا بلبنان مش أحسن أعراس وأحتفالات و ضهرات نفس شي متل أمريكا و بتقولوا أمريكا أحسن
#كورونا_لبنان
https://twitter.com/TheoShantonas/status/1295445677586120704/video/1…","And about us in Lebanon, it is not the best weddings, celebrations and events of the same thing as America, and you say America is better
# Corona_Lebanon
https://twitter.com/TheoShantonas/status/1295445677586120704/video/1…",عنان | حسن
"اكبر دليل إنو #كورونا بينتقل بالهواء!
#سنموت_بعد_قليل #كورونا_لبنان #لا_داعي_للهلع #منظمة_الصحة_العالمية","The biggest evidence for Corona is transmitted in the air!
We will die soon after # Corona_Lebanon # Do not panic # World Health Organization",لهواء | كور
"حدا بيعرف المستشفى يلي الياس بو صعب تحمس واشتراه و""جهزه"" لكورونا شو صار فيه؟
#كورونا #لبنان","Someone knows the hospital following Elias Bou Saab who got excited and bought it and ""prepared"" it for Corona. What has happened in it?
# Corona # Lebanon",صارة | حداثا | المياس | حبيلين | كور
"احياء ذكرى عاشوراء في #ميس_الجبل،
ما حدا حاطط كمامة وفي بالضيعة اكثر من ٦ اصبات اخر ٤٨ ساعة،
هل اهل البيت يريدون الاذية للأخرين،
وين البلدية ورئيسها والمعنيين،
#كورونا_لبنان","Commemoration of Ashura in Mays Al-Jabal,
He did not surround the muzzle and had more than 6 injuries in the last 48 hours,
Do the people of the household want to harm others?
Where are the municipality, its head, and those involved?
# Corona_Lebanon",بلدية | حداثا | الغبيت | بئر الضيعة | الا
"رسالة من مصاب بكورونا في #عكار ""للمكابرين أو الخائفين""
http://bit.ly/3aBc3xK
#كورونا #كورونا_لبنان
#LBCI #LBCINews #LBCILebanon","A message from someone with Corona in Akkar ""to those who are arrogant or fearful""
http://bit.ly/3aBc3xK
# Corona # Corona_Lebanon
#LBCI #LBCINews #LBCILebanon",عكار | عرسال | كور
"بتجي على المجلس من البيت هي وجاراتها ال٦ بس كل وحدة بتقعد بعيدة عن التانية عشان الكورونا
 #عاشوراء #كورونا_لبنان","She and her 6 neighbors come to the council from the house, but each unit sits far away from the other because of the Corona
 # Ashura # Corona_Lebanon",شان | الغبيت | المجدل
"الرئيس الفرنسي إمانويل ماكرون يرحب بنظيرته الألمانية أنچيلا ميركل من بعيد لبعيد. #كورونا #لبنان #ماكرون
@LBCI_NEWS
 @Annahar
 @aljoumhouria
 @ALJADEEDNEWS
 @AlakhbarNews
 @AlMayadeenNews
 @OTVLebanon
 @nbntweets","French President Emmanuel Macron welcomes his German counterpart Angela Merkel from far away. # Corona # Lebanon # Macron
@LBCI_NEWS
 @Annahar
 @HomeHome
 @AlJADEEDEW
 @Lakhbarnews
 @MyMagic
 @Sexyworld
 @nbntweets",لبع | الرنسية | حارة الرئيس | المنية | ويل
"إلغاء صلاة الجمعة في مشحا – عكار.. بسبب كورونا
#لبنان
#كورونا","Canceling Friday prayers in Mashha - Akkar ... due to Corona
#Lebanon
Corona",مشحا | عكار | كور
"#الاعلام_رسالة_وليس_مكب_زبالة  شو عشان #كورونا_لبنان  سكرنا ما يقارب ال 4شهور سابقا
  وما حداسال كيف عايشين ومن اليوم كمان ممكن سكر محلي لنفس السبب معقول ماعاد فينا نتحمل ونحنا نشتغل باليوم وين المساعدات ووزراة الشوؤن وجمعيات الكذب  #البس_كمامة","#Media_Message_Not_American_Rubbish_Why #Corona_Lebanon We drunk about 4 months ago
  I am not asking how we live and from today also possible local sugar for the same reason. It is reasonable. We can no longer tolerate it while we work today where are the aid, the Ministry of Affairs and lying associations. # Wear a muzzle",شهور | شان | دوما | ينا | محليصا
"▂▃▄▆▉
 لبنان
 ▉▆▄▃

*مصدر رسمي لرويترز: مصرف لبنان المركزي لا يستطيع مواصلة دعم الوقود والقمح والدواء لأكثر من 3 أشهر مقبلة*
نطرو ليطيرو مخازن القمح والأدوية عشان يرفعو الدعم الحاكم الفاسد عميل الصهيونية بلبنان #كورونا #لبنان","▂▃▄▆▉
 Lebanon
 ▉▆▄▃

* Official source to Reuters: The Central Bank of Lebanon cannot continue subsidizing fuel, wheat and medicine for more than the next 3 months *
We want to fly the wheat and medicine stores in order to raise the support of the corrupt ruler, the agent of Zionism in Lebanon # Corona # Lebanon",شان | المريكز | البنا | البنا | المواصل
"حالة وفاة #كورونا في طرابلس #لبنان  اليوم.

الوضع في ما خص كورونا بات دقيقاً جداً.
الحذر والوقاية من الضروريات اليوم:
- تباعد اجتماعي
- ارتداء الكمامة
- إجراء فحوص دورية
#بيروت  #طرابلس #كورونا_لبنان","Corona death in Tripoli, Lebanon today.

The situation regarding Corona has become very delicate.
Caution and prevention of necessities today:
- social distancing
Wear a muzzle
Carry out periodic checks
#Beirut # Tripoli # Corona_Lebanon",طرابلس | طرابلس | بيروت | كحالة | غندورية
"الحكومه عاملة الكورونا مثل الملخويه
نشفوها وضبوها وكل ما يحتاجوا بطلعوا طبخة
#الأردن #السعودية
 #كورونا #لبنان","The government is operating the corona, such as Malakhoyeh
They dried it and filled it, and all they needed were prepared
# Jordan # Saudi Arabia
 # Corona # Lebanon",السويدية | كور
"خلية أزمة كفرعبيدا: البلدية خصصت مركزها الثقافي للحجر لمن لا مكان له
#كورونا_لبنان","Kafr Abida Crisis Cell: The municipality has allocated its cultural center to stone for those who have no place
# Corona_Lebanon",بلدية | كفر عبيدا | المنصف | الشقاف
"سيتم تنظيم محضر مخالفة بحق كل مواطن يخرج من منزله غداً بلا كمامة
#كورونا
#كورونا_لبنان
#Covid_19","A violation report will be organized against every citizen who leaves his home tomorrow without a mask
Corona
# Corona_Lebanon
# Covid_19",بلاط
مستحيل اللبناني شو عندو ازدواجية بالأراء بس كانوا اعداد الاصابات بفيروس كورونا قليلة كان يشكك بالاعداد و يقول الاعداد اكتر و بس صارت الاعداد كبيرة هنّي نفسن عم يشككوا بالارقام و يقولوا الارقام كذب و مبالغ فيها ، شو الوضع معكن ؟ #كورونا_لبنان,"It is impossible for the Lebanese. What if there was a duplication of opinions, but the numbers of Coronavirus infections were few. He used to question the numbers and say the numbers were greater, but the numbers became large. # Corona_Lebanon",قليلة | اللبنايا | بالوع | روس | كور
أخبار بي بي س - فيروس كورونا: لبنان يفرض إغلاقا لاحتواء زيادة حالات الإصابة بالمرض بعد انفجار مرفأ بيروت,BBC News - Coronavirus: Lebanon imposes a closure to contain the increase in cases of the disease after the Beirut port explosion,حالات | بيروت | روس | البنا | كور
"اذا كل يوم عملو ٦٠٠٠٠ فحص
وكل فحص ب ١٥٠ الف
يعني جماعه عم بيطلعو باليوم
٩٠٠ مليون
حسبا عا شهر ٢٧ مليار ليره
مين عم يسرق مين
والفحوصات هبات من منظمه الصحه العالميه
يعني بكرورنا الكل استفاد معالي الوزير
#Covid_19
#كورونا_لبنان
#التعبئه_العامه
#انفجار_مرفأ_بيروت","So every day 60,000 checks
Each examination is 150 thousand
I mean, a group of people will come out today
900 million
According to a month, 27 billion pounds
Who is stealing who
The tests are grants from the World Health Organization
I mean, in our firsts, everyone benefited, your Excellency
# Covid_19
# Corona_Lebanon
#GeneralPacking
Port of Beirut explosion",ين | ين | الفتاح | بصاليم | الدوير
"سيتم تنظيم محضر مخالفة بحق كل مواطن يخرج من منزله غداً بلا كمامة!
#كورونا_لبنان","A violation report will be organized against every citizen who leaves his home tomorrow without a muzzle!
# Corona_Lebanon",بلاط
"Replying to
@jaffer1262","Replying to
@jaffer1262",
"مش عم  افهم الدولة عنا انو من الصبح  لا الضهر ما فيه كورونا وبليل فيه يعني
بشرفكن شو بتطعاطوا  تينر  او شو  صرنا فوق ١١ الف اصابة كل يوم ٥٠٠ شو ناطرين يعني اذا متكلين على  وعي العالم  ما تتكلوا  مش مضطر انا كرمال واحد جاهل  نعدي بسببوا
#Lebanon
#كورونا_لبنان
#هيك_وعي_العالم","I do not understand the state about us, that from the morning, not the month, there is Corona and night in it, I mean
With your honor, what do you take a tinner with, or what we have become over 11,000 casualties every day? 500 What are we nourishing? I mean, if you rely on the awareness of the world, you will not trust, I don’t have to.
#Lebanon
# Corona_Lebanon
#Heek_world_conscious",عنان | عانا | وق | حي الضهر | عانوت
